scenario,token,observed,operator_bound,online_bound,online_realized_bound,diagonal_bound,structural_bound,transition_bound,A_norm,B_norm,spectral_radius_A,coefficient_error,update_error,rounding_error,rounding_bound,state_bound,energy_identity_error,driven_energy_identity_error,decomposition_error,approx_decomposition_error
contractive,18,0.0034557681217432332,0.021756069236450334,0.042371141760972855,0.042132000587307886,nan,0.022735573987115162,0.01228480000984335,0.8105209065970517,1.0,0.8101067853669964,0.000534500244514081,0.0023367527414611096,5.159968706515401e-05,8e-05,1.0037510256616322,1.6940658945086007e-21,5.551115123125783e-17,8.074561623330269e-17,8.064635207260206e-17
contractive,19,0.003003580591066074,0.021603262335984835,0.041722012790502666,0.04147607667008524,nan,0.022702722212008104,0.01162376671365098,0.8985333155116773,1.0,0.8985327759937268,0.0004542654393297015,0.0015204438731258117,4.897864903970541e-05,8e-05,0.9991820298080959,8.470329472543003e-22,1.1102230246251565e-16,6.432110735757815e-17,6.436985530666425e-17
contractive,20,0.0025300142596629033,0.020165684378862632,0.03926353942787397,0.039013557492267724,nan,0.021126128384568225,0.010585319638743292,0.8733691435576001,1.0,0.8733691079172811,0.00020373159747473052,0.0010143300569586658,4.491476364916891e-05,8e-05,0.9845717659647437,1.6940658945086007e-21,0.0,8.848020752990865e-17,8.850407961428641e-17
contractive,21,0.002111451039667301,0.019719652907895607,0.03873803297338295,0.038480237091345196,nan,0.020628416566803035,0.010388846601932705,0.9064315967927805,1.0,0.9064162616593396,0.0002852747369896678,0.0010755646789542522,4.8868920493835086e-05,8e-05,0.9366274061530505,1.2705494208814505e-21,2.7755575615628914e-17,5.230040331257509e-17,5.232872422253553e-17
contractive,22,0.0021895180170791225,0.018835569420249762,0.03737599533550158,0.037112637188200376,nan,0.019651618912408804,0.009710582127719296,0.8752474176483861,1.0,0.8752402496919803,0.00031258741755855215,0.0011834067181330913,4.247629919300924e-05,8e-05,0.8762931781558817,8.470329472543003e-22,0.0,4.9224352449801934e-17,4.924045633640388e-17
contractive,23,0.0020386032216602665,0.01767782691522501,0.03522931421518686,0.03496485556131889,nan,0.018397844806396384,0.008263071029689081,0.8751223554091522,1.0,0.8751212301404981,0.00027847648646455277,0.0008359225522388904,4.604503226571051e-05,8e-05,0.7894793189668087,1.2705494208814505e-21,6.938893903907228e-17,2.893921631793442e-17,2.8912495320688104e-17
contractive,24,0.003694757969929829,0.019179367362687466,0.037988086326655894,0.03770939029646476,nan,0.01985475808582632,0.01000052278894691,0.9067791089357589,1.0,0.9067724067691016,0.00044543972396575063,0.0026240435006134053,4.1178289945269384e-05,8e-05,0.8802886538250524,4.235164736271502e-22,5.551115123125783e-17,3.6501881489010915e-17,3.653267394792589e-17
contractive-fp8,1,0.011707329798516592,0.06511954869034715,0.0661939069334212,0.015305864169628992,nan,0.06511954869034715,0.011707329798516592,0.9057509725434653,1.0,0.905637886048631,0.0,0.0026195486903471564,0.011611957236207794,0.0625,0.3531086636780985,0.0,4.163336342344337e-17,0.0,0.0
contractive-fp8,2,0.016075781771270697,0.12156099306957516,0.1233172236754366,0.02565604673924128,nan,0.12210168936065688,0.020826486269128548,0.8955841964319865,1.0,0.8955559866153608,0.00018960725497917138,0.0005513471287378188,0.010397289153459385,0.0625,0.4052218257587265,2.710505431213761e-20,1.3877787807814457e-17,3.218826183256322e-17,3.2143035329082817e-17
contractive-fp8,3,0.012239106069934521,0.16973946501064263,0.17228315417094092,0.03073102609172624,nan,0.17042334900578132,0.02439766120273898,0.8731643411036321,1.0,0.8731626130845235,0.00010723046801031003,0.0009895101251335516,0.00621267248434845,0.0625,0.4149130049136052,2.710505431213761e-20,0.0,3.291326267713383e-17,3.311373201359983e-17
