abstention_fraction,any_committed_coverage_failure,any_false_safe,any_local_false_safe,any_local_risk_violation,any_mean_risk_violation,any_pathwise_budget_violation,any_reported_coverage_failure,audit_cost_ms,audit_cost_ms_per_round,audit_fraction,audits,certificate_available_rounds,committed_catastrophes,committed_loss,delta,epsilon,exact_actions,fast_commit_fraction,fast_commits,fast_selective_risk,final_committed_upper,final_reported_upper,first_reset_round,intended_loss,intended_selective_risk,intended_weight,labels_observed,matched_exact_ms,matched_exact_tokens_per_second,max_local_intended_risk,max_pending_labels,policy,proposals,reset_cost_ms,reset_cost_ms_per_round,reset_reasons,reset_rounds,reset_shadow_actions,resets,rounds,saved_ms_per_round,seed,startup_budget,support_abstentions,throughput_reward_tokens_per_second,throughput_tokens_per_second,total_ms
0.315,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8220,475,611.3803247662561,0.05,0.06,3780,0.685,8220,0.07437716846304819,inf,-0.005379163238342882,,611.3803247662561,0.07437716846304819,8220.0,0,8892916.752588917,1.3493885452718923,0.20192357521692586,0,split_conformal,8220,0.0,0.0,[],[],0,0,12000,320.4136405405032,20270921,60.0,0,1.0278126376353494,2.3772011829072417,5047953.066102878
0.6839166666666666,False,False,False,False,False,False,False,694060.2041037711,57.83835034198093,0.056666666666666664,680,3793,1,32.654101455760575,0.05,0.06,5807,0.2594166666666667,3113,0.010489592501047406,121.57148450379343,0.03429589184032972,4200,33.75688645592253,0.010853396968716697,3110.2600000001603,680,8442231.211287396,1.4214251777368774,0.018929249914551773,2,anytime_random_audit,3793,2066543.195913755,172.21193299281293,['traffic_epoch_change_point'],[4200],2400,1,12000,71.87880760013708,20271930,60.0,0,0.16175396184624358,1.583179139583121,7579685.520085751
0.3894166666666667,False,True,True,True,True,False,True,1478032.165243404,123.169347103617,0.12458333333333334,1495,7327,311,396.6240781607809,0.05,0.06,4673,0.486,5832,0.06800824385472924,inf,0.060100498896137874,,393.6334474186988,0.06715460751648801,5861.600000000784,1495,8780323.890399417,1.3666921801280068,0.19187115909223199,3,importance_weighted_nominal,7327,0.0,0.0,[],[],0,0,12000,197.4254076622072,20271930,60.0,0,0.5050267555214663,1.871718935649473,6411218.998452931
0.31033333333333335,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8276,513,650.657162663102,0.05,0.06,3724,0.6896666666666667,8276,0.07861976349239995,inf,0.009111786215248142,,650.657162663102,0.07861976349239995,8276.0,0,8933604.872362804,1.3432427526679027,0.2105553970219965,0,naive_calibration,8276,0.0,0.0,[],[],0,0,12000,323.5034066863364,20271930,60.0,0,1.0322591747951329,2.3755019274630356,5051563.992126767
0.32975,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8043,473,598.5541987173386,0.05,0.06,3957,0.67025,8043,0.07441927125666277,inf,-0.005379163238342882,,598.5541987173386,0.07441927125666277,8043.0,0,8896328.457360312,1.348871060406036,0.1740673796928849,0,split_conformal,8043,0.0,0.0,[],[],0,0,12000,313.81167367401594,20271930,60.0,0,0.9900419700202958,2.338913030426332,5130588.373272121
0.6718333333333333,False,False,False,False,False,False,False,687043.1277722756,57.253593981022966,0.05725,687,3938,4,25.866292339856432,0.05,0.06,5662,0.27091666666666664,3251,0.00795641105501582,108.26329346764014,0.029259388435266955,4200,26.91770583484942,0.008335822887329177,3229.160000000184,687,8429327.510262746,1.4236011099805936,0.013249579677921381,2,anytime_random_audit,3938,2086993.916132343,173.91615967769525,['traffic_epoch_change_point'],[4200],2400,1,12000,75.31190415072417,20272939,60.0,0,0.17095938484160933,1.594560494822203,7525584.660454056
0.38383333333333336,False,True,True,True,True,True,True,1481662.1650976685,123.47184709147238,0.126,1512,7394,345,440.3503681560523,0.05,0.06,4606,0.49016666666666664,5882,0.07486405442979467,inf,0.06006632868665113,,429.17611937978154,0.0725547943230531,5915.2000000007965,1512,8746038.680275986,1.3720497288746651,0.19198807221744654,4,importance_weighted_nominal,7394,0.0,0.0,[],[],0,0,12000,198.17151323109655,20272939,60.0,0,0.5123781457834737,1.8844278746581389,6367980.521502827
0.30575,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8331,557,697.7714737468987,0.05,0.06,3669,0.69425,8331,0.08375602853761838,inf,0.009111786215248142,,697.7714737468987,0.08375602853761838,8331.0,0,8893191.302045075,1.3493468871225658,0.2010925197523889,0,naive_calibration,8331,0.0,0.0,[],[],0,0,12000,324.4440335824727,20272939,60.0,0,1.0507189231353706,2.4000658102579364,4999862.899055403
0.3234166666666667,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8119,510,635.2155702998831,0.05,0.06,3881,0.6765833333333333,8119,0.07823815375044749,inf,-0.005379163238342882,,635.2155702998831,0.07823815375044749,8119.0,0,8874382.501475109,1.3522067589497464,0.2114224146475024,0,split_conformal,8119,0.0,0.0,[],[],0,0,12000,315.96582199215027,20272939,60.0,0,1.00870009987081,2.3609068588205564,5082792.6375693055
0.6768333333333333,False,False,False,False,False,False,False,700617.7602641953,58.38481335534961,0.057833333333333334,694,3878,0,25.05553802171956,0.05,0.06,5722,0.2653333333333333,3184,0.007869201639987299,90.44576043684302,0.024610059830910812,4200,24.63902347950622,0.007748218052901569,3179.960000000174,694,8417709.07839521,1.42556601662548,0.011635917547359981,2,anytime_random_audit,3878,2082905.7281336472,173.5754773444706,['traffic_epoch_change_point'],[4200],2400,1,12000,72.9803221982317,20273948,60.0,0,0.16553543832551076,1.5911014549509908,7541945.21201643
0.48783333333333334,False,True,True,True,True,False,True,1248663.7444298717,104.05531203582264,0.10608333333333334,1273,6146,244,314.59365614004867,0.05,0.06,5854,0.40608333333333335,4873,0.06455851757439948,inf,0.060023972722104316,,317.2863894088548,0.06453107496925196,4916.8000000005695,1273,8626060.719550135,1.3911332635073108,0.17167173415973452,3,importance_weighted_nominal,6146,0.0,0.0,[],[],0,0,12000,164.35983815062605,20273948,60.0,0,0.4123629956728101,1.803496259180121,6653742.661742622
0.2980833333333333,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8423,514,662.4637072218867,0.05,0.06,3577,0.7019166666666666,8423,0.07864937756403736,inf,0.009111786215248142,,662.4637072218867,0.07864937756403736,8423.0,0,8905215.655487722,1.3475249184566527,0.18964698548924294,0,naive_calibration,8423,0.0,0.0,[],[],0,0,12000,328.555001108239,20273948,60.0,0,1.0705839885715644,2.418108907028217,4962555.642188854
0.31216666666666665,False,True,True,True,True,True,True,0.0,0.0,0.0,0,8254,462,595.5882964800787,0.05,0.06,3746,0.6878333333333333,8254,0.07215753531379679,inf,-0.005379163238342882,,595.5882964800787,0.07215753531379679,8254.0,0,8888403.8354832,1.350073671506133,0.16202983670493293,0,split_conformal,8254,0.0,0.0,[],[],0,0,12000,321.7671244526653,20273948,60.0,0,1.0369417560776757,2.3870154275838087,5027198.342051217
0.6820833333333334,False,False,False,False,False,False,False,687334.0447458605,57.277837062155044,0.05658333333333333,679,3815,0,30.831529892656032,0.05,0.06,5785,0.2613333333333333,3136,0.009831482746382663,103.25314518633019,0.028740830070075756,4200,30.524214167409962,0.009757444671997047,3128.300000000164,679,8484166.677556181,1.414399369562661,0.015639681296527624,2,anytime_random_audit,3815,2103043.9754617685,175.25366462181404,['traffic_epoch_change_point'],[4200],2400,1,12000,71.57357618205303,20274957,60.0,0,0.15931255675838107,1.5737119263210422,7625283.763371545
